keydevid,year,announcedate,buyer_names,companyname,objectroletype,headline,deal_stage,is_spac,deal_value_musd,value_source,gvkey
1903840216.0,2024,2024-11-12,United AI Greentech Ltd,United AI Greentech Ltd,Buyer,"United AI Greentech Ltd agreed to acquire a majority stake in AIWater (Anhui) Co., Ltd./UG Water Pte. Ltd. from United Greentech Holdings Pte Ltd. for CNY 370 million.",definitive_agreement,False,,none,
1960778864.0,2025,2025-09-16,"CrowdStrike Holdings, Inc.","GV Management Company, LLC",Seller,"CrowdStrike Holdings, Inc. (NasdaqGS:CRWD) signed a definitive agreement to acquire Pangea Cyber Corporation for $260 million.",definitive_agreement,False,260.0,for-pattern,
649039895.0,2019,2019-12-21,NET263 Ltd.; Suzhou Longao Fan Artificial Intelligence High-tech Investment Center (Limited Partnership),NET263 Ltd.,Buyer,"NET263 Ltd. (SZSE:002467) and Suzhou Longao Fan Artificial Intelligence High-tech Investment Center (Limited Partnership) signed a equity transfer agreement to acquire 5% stake in Feishu Digital Technology (Shanghai) Co., Ltd. from Chen Chengang for CNY 80 million.",other,False,,none,295241
1980668489.0,2026,2026-01-22,VivoPower PLC,VivoPower PLC,Buyer,VivoPower International PLC (NasdaqCM:VVPR) entered into a definitive agreement to acquire OGDC Pte Ltd.,definitive_agreement,False,13.0,max-fallback,029636
1993205666.0,2026,2026-04-02,,Lovable Labs Incorporated,Target,An undisclosed buyer agreed to acquire an unknown minority stake in Lovable Labs Incorporated from Flat Capital AB (publ) (OM:FLAT B).,agreement,False,,none,
638121941.0,2019,2019-09-23,Avanade Inc.,Avantgarde Business Solutions GmbH,Seller,Avanade Inc. has agreed to acquire alnamic AG from Avantgarde Business Solutions GmbH and Oboe Software GmbH.,agreement,False,,none,
1947278963.0,2025,2025-06-07,One Point One Solutions Limited,TECHSCIENT.AI Private Limited,Target,One Point One Solutions Limited (NSEI:ONEPOINT) entered into a securities and purchase agreement to acquire 51% stake in TECHSCIENT.AI Pvt Ltd for INR 150 million.,other,False,,none,
1862709127.0,2023,2023-11-23,Humanoid Global Holdings Corp.,Humanoid Global Holdings Corp.,Buyer,New Wave Holdings Corp. (CNSX:SPOR) entered into a share exchange agreement to acquire 50% stake in Longevity AI Inc. for $0.72 million.,other,False,0.72,for-pattern,035807
557380715.0,2018,2018-03-27,"Aruba Networks, Inc.",,Transaction,HPE Aruba entered into a definitive agreement to acquire Cape Networks.,definitive_agreement,False,,none,
1765394578.0,2022,2022-01-24,"Setopia Co., Ltd.",,Transaction,"Midas AI Co.,Ltd. (KOSDAQ:A222810) agreed to acquire Jason & Company Co., Ltd. from Choi Wook-rak, Daesung Kim, Jo Moon-jung, Hyunsoo Choi, Song Jin-soon, Kim Ye-jun, Kim Ye-gun and Ahn So-young for KRW 18.2 billion.",agreement,False,,none,
1868252312.0,2024,2024-01-11,Alset AI Ventures Inc.,Vertex AI Ventures Inc.,Target,Alset Capital Inc. (TSXV:KSUM.H) signed an agreement to acquire 49 percent stake in Vertex AI Ventures Inc. for CAD 0.6 million.,other,False,,none,
1871702983.0,2024,2024-02-13,GEDi Cube Intl Ltd.,,Transaction,GEDi Cube Intl Ltd. has executed a binding letter of intent to acquire 75% stake in Cyclomics B.V.,definitive_agreement,False,,none,
1992490262.0,2026,2026-03-30,"AI Maverick Intel, Inc.",HEAL Group Holdings Inc,Seller,"AI Maverick Intel, Inc. (OTCPK:AIMV) signed a letter of intent to acquire HEAL Access Canada Inc from HEAL Group Holdings Inc for $6.6 million.",definitive_agreement,False,6.6,for-pattern,
1993203425.0,2026,2026-04-02,,,Transaction,An undisclosed buyer agreed to acquire an unknown minority stake in Cerebras Systems Inc. from Flat Capital AB (publ) (OM:FLAT B).,agreement,False,,none,
1939589469.0,2025,2025-03-31,Gptx Investment Management Limited,Gptx Investment Management Limited,Buyer,"GPTX Tech-Driven LPF, fund managed by Gptx Investment Management Limited entered into sale and purchase agreement to acquire 10% stake in DL Digital Family Office (Cayman) Limited from DL Holdings Group Limited (SEHK:1709) for $3.5 million.",other,False,3.5,for-pattern,
1993200400.0,2026,2026-04-02,,Flat Capital AB (publ),Seller,An undisclosed buyer agreed to acquire an unknown minority stake in Eleven Labs Inc. from Flat Capital AB (publ) (OM:FLAT B).,agreement,False,,none,350740
1794117604.0,2022,2022-08-03,XMachina AI Group Inc.,,Transaction,XMachina AI Group Inc. signed a Letter of Intent to acquire Nuvoola AI Inc. for CAD 18 million.,letter_of_intent,False,,none,
1869355434.0,2024,2024-01-24,Genius Group Limited,"LZG International, Inc.",Target,"Genius Group Limited (NYSEAM:GNS) signed a definitive merger agreement to acquire LZG International, Inc. (OTCPK : LZGI).",definitive_agreement,False,,none,016494
1814600706.0,2022,2022-11-08,Qingdao Qianshu Investment Partnership (Limited Partnership); Suzhou Qingzhouyuan Fengxinyuan Venture Capital Partnership,"Shenzhen Urban Transport Technology Group Co., Ltd.",Seller,"Suzhou Qingzhouyuan Fengxinyuan Venture Capital Partnership and Qingdao Qianshu Investment Partnership entered into an agreement to acquire 30% stake in Shenyan Artificial Intelligence Technology (Shenzhen) Co., Ltd. from Shenzhen Urban Transport Planning Center Co., Ltd. (SZSE:301091) for CNY 9.1 million.",agreement,False,,none,351973
551241489.0,2018,2018-01-30,Striders Corporation,Striders Corporation,Buyer,"Striders Corporation (JASDAQ:9816) signed a contract to acquire 42% stake in AI Intellectual Property and Technology Research Center Co., Ltd. from a corporation and an individual for ¥74.2 million.",other,False,,none,201976
1958094934.0,2025,2025-08-25,Decidr AI Industries Ltd,,Transaction,Decidr AI Industries Ltd (ASX:DAI) entered into a binding sale agreement to acquire remaining 49% stake in DECIDR.AI Pty Ltd for AUD 43.1 million.,other,False,,none,
1671459235.0,2021,2021-03-23,Datametrex AI Limited,,Transaction,Datametrex AI Limited (TSXV:DM) entered into a letter of intent to acquire Medi-Call Inc. for CAD 12 million.,definitive_agreement,False,,none,
1940430370.0,2025,2025-04-21,Dead Sea Works Ltd.,,Transaction,Dead Sea Works Ltd. signed a definitive agreement to acquire Majority of Activity of Lavie Bio Ltd for $15.2 million.,definitive_agreement,False,15.2,for-pattern,
1837744819.0,2023,2023-05-11,"AI,Inc.","AI,Inc.",Buyer,"AI,Inc. (TSE:4388) agreed to acquire 40.54% stake in FueTrek Co., Ltd. (TSE:2468) from Glory Ltd. (TSE:6457) for approximately ¥860 million.",agreement,False,,none,327527
1849358380.0,2023,2023-07-28,Stock Trend Capital Inc.,,Transaction,Stock Trend Capital Inc. (CNSX:PUMP) entered into a share purchase agreement to acquire a 20% stake in YOUNET.,other,False,,none,
590358049.0,2018,2018-11-06,Complement Blends Private Limited,,Transaction,"Complement Blends Private Limited signed a memorandum of understanding to acquire Wellington Jute Mill, Wellingron Yam Unit and the Wellington Weaving Unit from AI Champdany Industries Limited (BSE:532806) for approximately INR 630 million.",other,False,,none,
1999338038.0,2026,2026-05-04,,Guerilla Tactical Services,Target,White Pearl Technology Group AB (OM:WPTG B) signed a letter of intent to acquire 51% stake in Guerilla Tactical Services for SEK 3 million.,letter_of_intent,False,,none,
1999338045.0,2026,2026-05-04,White Pearl Technology Group AB,,Transaction,White Pearl Technology Group AB (OM:WPTG B) signed a letter of intent to acquire 51% stake in Guerilla Tactical Services for SEK 3 million.,letter_of_intent,False,,none,
1672258502.0,2021,2021-06-28,P2Earn Inc.,,Transaction,Aquarius AI Inc. (TSXV:AQUA) entered into a definitive agreement to acquire a 75% stake in Podkast Entertainment Corp. for CAD 2.8 million.,definitive_agreement,False,,none,
1783761575.0,2022,2022-05-18,Integral Venture Partners,Sirma Group JSC,Seller,Integral Venture Partners agreed to acquire an unknown majority stake in Ontotext AD from Sirma Group Holding AD (BUL:SGH) for €19.5 million.,agreement,False,,none,320771
1953673002.0,2025,2025-07-17,"Fifty1 AI Labs, LLC",BioSpark AI Technologies Inc.,Target,"Fifty1 AI Labs, LLC signed a letter of intent to acquire BioSpark AI Technologies Inc.",definitive_agreement,False,,none,
1904954393.0,2024,2024-10-24,PM & Partners SGR SpA,PM & Partners SGR SpA,Buyer,PM & Partners III and PM & Partners SGR SpA signed a binding agreement to acquire 55% stake in COGNITIVE AI srl from Paolo Pettinato and Tommaso Odone.,other,False,,none,
3389339.0,2006,2006-12-21,L'Air Liquide S.A.,,Transaction,"L'Air Liquide SA entered into an agreement to acquire Japan Air Gases from Linde AG, for €590 million.",agreement,False,,none,
1998852044.0,2026,2026-05-04,SAP SE,Prior Labs GmbH,Target,SAP SE (XTRA:SAP) entered into a definitive agreement to acquire Prior Labs GmbH.,definitive_agreement,False,,none,
1872417257.0,2024,2024-02-22,"Intapp, Inc.",,Transaction,"Intapp, Inc. (NasdaqGS:INTA) signed an agreement to acquire AtomLeap GmbH from Airbridge Equity Partners Coöperatief U.A. and others.",other,False,,none,
658185366.0,2020,2020-03-09,"Rnt-X Co.,Ltd.; Sewon Co.,Ltd",Selvas AI Inc.,Seller,"Sewon Co., Ltd. (KOSDAQ:A234100) and iA Networks Company Limited (KOSDAQ:A123010) signed an agreement to acquire 12.9% stake in Infraware, Inc. (KOSDAQ:A041020) from Selvas AI Inc. (KOSDAQ:A108860) and others for KRW 12 billion.",other,False,,none,293538
1932678253.0,2025,2025-02-26,"TBK Bank, SSB; Triumph Financial, Inc.","Operator Stack, LLC",Seller,"Triumph Financial, Inc. (NasdaqGS:TFIN) agreed to acquire GreenScreens AI, Inc. for $160 million.",agreement,False,160.0,for-pattern,
2000761801.0,2026,2026-05-15,"NTT DATA Americas, Inc.",,Transaction,"NTT DATA Americas, Inc. has signed a definitive agreement to acquire Win Wire Technologies, Inc. from Sverica Capital Management LP.",definitive_agreement,False,,none,
1965715988.0,2025,2025-09-25,Globe-ing Inc.,,Transaction,"Globe-ing Inc. (TSE:277A) agreed to acquire remaining 22% stake in X-AI.Labo, Inc. from Laboro.AI Inc. (TSE:5586) for ¥410 million.",agreement,False,,none,
1974413967.0,2025,2025-11-04,Wilshire Treasury Limited,Being AI Limited,Seller,Wilshire Treasury Limited agreed to acquire Send Global Limited from Being AI Limited (NZSE:BAI).,agreement,False,,none,275323
1892538504.0,2024,2024-04-08,Datametrex AI Limited,,Transaction,Datametrex AI Limited (TSXV:DM) signed of a non-binding Letter of Intent to acquire Cereal Crunch of Sariel Diagnostics Corp. from Sariel Diagnostics Corp.,definitive_agreement,False,,none,
672443784.0,2020,2020-06-15,Kinaxis Inc.,"MaRs Discovery District, Investment Arm",Seller,Kinaxis Inc. (TSX:KXS) signed a definitive agreement to acquire Rubikloud Technologies Inc. for $60.4 million.,definitive_agreement,False,60.4,for-pattern,
1939590024.0,2025,2025-03-31,C Capital AI Limited,,Transaction,C Capital AI Limited entered into sale and purchase agreement to acquire 10% stake in DL Digital Family Office (Cayman) Limited from DL Holdings Group Limited (SEHK:1709) for $3.5 million.,other,False,3.5,for-pattern,
1963845193.0,2025,2025-10-06,"CoreWeave, Inc.",Ascension Ventures Limited,Seller,"CoreWeave, Inc. (NasdaqGS:CRWV) agreed to acquire Monolith AI Limited from IP Group Plc (LSE:IPO) and others.",agreement,False,,none,
1952653837.0,2025,2025-07-07,"Sitero, LLC",Axiom Real-Time Metrics Inc.,Target,"SITERO, LLC entered into a definitive agreement to acquire Axiom Real-Time Metrics Inc.",definitive_agreement,False,,none,
698614099.0,2020,2020-12-17,,Citicode-SNAP AI Pte. Ltd.,Target,Ting Shang Ping entered into a sale and purchase agreement to acquire 50% stake in Citicode-SNAP AI Pte. Ltd. from Citicode Corporation Pte. Ltd. for SGD 1.,other,False,,none,
709771779.0,2021,2021-03-30,"THE PATRICK J. MCGOVERN FOUNDATION, INC.","Cloudera Foundation, Inc.",Target,Patrick J. McGovern Foundation entered into a definitive agreement to acquire Cloudera Foundation.,definitive_agreement,False,1500.0,max-fallback,
1880051866.0,2024,2024-05-02,AI/ML Innovations Inc.,Naiad Labs Inc.,Seller,AI/ML Innovations Inc. (CNSX:AIML) signed a letter of intent to acquire Product Division of Naiad Labs Inc. for CAD 0.44 million.,definitive_agreement,False,,none,
1939590496.0,2025,2025-03-31,,,Transaction,Dong Ling entered into sale and purchase agreement to acquire 8% stake in DL Digital Family Office (Cayman) Limited from DL Holdings Group Limited (SEHK:1709) for $2.8 million.,other,False,2.8,for-pattern,
1960271930.0,2025,2025-09-11,"F5, Inc.",Manta Ray Ventures LLC,Seller,"F5, Inc. (NasdaqGS:FFIV) signed a letter of intent to acquire Calypso AI Corp for $180 million.",letter_of_intent,False,180.0,for-pattern,
1997364848.0,2026,2026-04-24,Bio Essence Corporation,,Transaction,"Bio Essence Corporation (OTCPK:BIOE) has entered into a Asset Purchase Agreement to acquire MediFlow AI from Zhituo Software Co., Limited for $3.1 million.",other,False,3.1,for-pattern,
1759642923.0,2021,2021-11-18,Nu Pagamentos S.A - Instituição de Pagamento,,Transaction,Nu Pagamentos S.A. entered into an agreement to acquire Olivia AI Inc from MSW Capital and others.,agreement,False,,none,
1912254686.0,2024,2024-12-10,AI/ML Innovations Inc.,,Transaction,AI/ML Innovations Inc. (CNSX:AIML) entered into an arms-length share purchase agreement to acquire Quantum Science Ltd for AUD 1 million..,other,False,,none,
1914173318.0,2024,2024-12-10,AI/ML Innovations Inc.,AI/ML Innovations Inc.,Buyer,AI/ML Innovations Inc. (CNSX:AIML) entered into an arms-length share purchase agreement to acquire Quantum Science Ltd for CAD 1 million.,other,False,,none,026785
1782672931.0,2022,2022-05-12,"Zoom Communications, Inc.","True Venture Management, LLC",Seller,"Zoom Video Communications, Inc. (NasdaqGS:ZM) entered into a definitive agreement to acquire Solvvy Inc. from True Venture Management, LLC, Investment Group of Santa Barbara, Pear Ventures Management, LLC and Scale Management, LLC.",definitive_agreement,False,,none,
1970916669.0,2025,2025-11-19,DECIDR.AI Pty Ltd,DECIDR.AI Pty Ltd,Buyer,"DECIDR.AI Pty Ltd entered into a binding term sheet to acquire Sugarwork, Inc. from Everywhere Ventures and others.",other,False,0.4,max-fallback,
1880310496.0,2024,2024-05-06,Linceis Capital Corp.,Linceis Capital Corp.,Buyer,Linceis Capital Corp. entered into a non-binding letter of intent to acquire DIAGEN AI INC.,definitive_agreement,False,,none,
1784505808.0,2022,2022-03-21,"Guardforce AI Co., Limited","Shenzhen Yeantec Co., Limited",Seller,"Guardforce AI Co., Limited (NasdaqCM:GFAI) entered into a letter of intent to acquire Beijing Wanjia Security System Limited from Shenzhen Yeantec Co., Limited for $8.4 million.",definitive_agreement,False,8.4,for-pattern,
1985415411.0,2026,2026-02-17,Mistral AI SAS,Koyeb,Target,Mistral AI SAS agreed to acquire Koyeb.,agreement,False,,none,
1983660003.0,2026,2026-02-09,"GFAI Robot Service (Hong Kong) Limited; Guardforce AI Co., Limited","Guardforce AI Co., Limited",Buyer,"Guardforce AI Co., Limited (NasdaqCM:GFAI) and GFAI Robot Service (Hong Kong) Limited entered into a non-binding Letter of Intent to acquire 61.85% stake in Shenzhen Muyan Education Technology Consulting Co., Ltd. from All AI Co., Limited.",definitive_agreement,False,,none,039434
1930731226.0,2025,2025-02-10,NXP Semiconductors N.V.,NXP Semiconductors N.V.,Buyer,"NXP Semiconductors N.V. (NasdaqGS:NXPI) entered into a definitive agreement to acquire Kinara, Inc. for approximately $310 million.",definitive_agreement,False,310.0,for-pattern,184725
142379469.0,2011,2011-10-12,Exail Technologies,AI Group S.A.S.,Target,"Groupe Gorge SA (ENXTPA: GOE) acquired 51% stake in A.I. Group from Xavier Reuter and Pierre Christophorov, Directors of A.I. Group.",other,False,,none,
683521948.0,2020,2020-08-13,Avianca Group International Limited,"Advent International, L.P.",Seller,Avianca Holdings S.A. (BVC:PFAVH) reached an agreement to acquire an additional 19.9% stake in LifeMiles LTD from AI Loyalty (Cayman) Limited for approximately $200 million.,other,False,200.0,for-pattern,
1998374257.0,2026,2026-04-30,"Palo Alto Networks, Inc.","Portkey, Inc",Target,"Palo Alto Networks, Inc. (NasdaqGS:PANW) signed a letter of intent to acquire Portkey, Inc.",letter_of_intent,False,,none,
1941140168.0,2025,2025-04-28,"Palo Alto Networks, Inc.",,Transaction,"Palo Alto Networks, Inc. (NasdaqGS:PANW) entered into a definitive agreement to acquire Protect AI, Inc. for approximately $700 million.",definitive_agreement,False,700.0,for-pattern,
1973678830.0,2025,2025-12-09,Nextech3D.AI Corporation,KraftyLab LLC,Target,Nextech3D.AI Corporation (OTCPK:NEXC.F) signed a definitive agreement to acquire Krafty Labs for $0.6 million.,definitive_agreement,False,0.6,for-pattern,
2007776071.0,2026,2026-06-18,Luda Technology Group Limited,Asia AI Data Centre & Quantum Technology Company Limited,Target,Luda Technology Group Limited (NYSEAM:LUD) signed a letter of intent to acquire 55% stake in Asia AI Data Centre & Quantum Technology Company Limited from Ms. Liu Liangping for HKD 0.94 million.,letter_of_intent,False,0.535,max-fallback,
1974519320.0,2025,2025-12-16,genOway Société anonyme,Data Science and AI assets in OMICS platform,Target,genOway Société anonyme (ENXTPA:ALGEN) agreed to acquire Data Science and AI assets in OMICS platform.,agreement,False,,none,
1835093471.0,2023,2023-04-27,Telix Pharmaceuticals Limited,,Transaction,Telix Pharmaceuticals Limited (ASX:TLX) entered into an agreement to acquire Dedicaid GmbH.,agreement,False,,none,
1856187322.0,2023,2023-09-20,Monstarlab Inc.,ExecutiveSearch.AI K.K.,Target,"Monstar Lab, Inc. (TSE:5255) agreed to acquire ExecutiveSearch.AI K.K. for approximately ¥410 million.",agreement,False,,none,
2091024.0,2004,2004-06-29,"Nippon Sanso Matheson, Inc.","Air Liquide Group, Messer Divestiture Assets",Target,"Announced Merger/Acquisition Transaction - Target: Air Liquide Group, Messer Divestiture Assets; Buyer(s): Matheson Tri-Gas, Inc.; Seller(s): L'Air Liquide SA; Transaction Size: $155 mm",agreement,False,155.0,max-fallback,
1913323952.0,2024,2024-12-18,Accenture plc,IQT Consulting SpA,Target,"Accenture plc (NYSE:ACN) agreed to acquire IQT Consulting S.p.A from Fondo Sviluppo PMI 2, a fund managed by FVS SGR S.p.A.",agreement,False,,none,
561854876.0,2018,2018-04-27,Polaris Office Corp.,Selvas AI Inc.,Seller,"Infraware, Inc. (KOSDAQ:A041020) agreed to acquire 8.67% stake in SELVAS Healthcare, Inc. (KOSDAQ:A208370) from Selvas AI Inc. (KOSDAQ:A108860) for KRW 9 billion.",agreement,False,,none,293538
1913428468.0,2024,2024-12-17,Trane Technologies plc,BrainBox AI Inc.,Target,Trane Technologies plc (NYSE:TT) signed a definitive agreement to acquire BrainBox AI Inc.,definitive_agreement,False,,none,
1871076557.0,2024,2024-02-06,Metasphere Labs Inc.,Metasphere Labs Inc.,Buyer,Looking Glass Labs Ltd. (NEOE:NFTX) entered into a definitive agreement to acquire Climate and artificial intelligence (AI) web3 assets from Bot Media Corp. for CAD 0.77 million.,definitive_agreement,False,,none,
1984829972.0,2026,2026-02-13,Response Informatics Limited,Datalabs AI Private Limited,Target,Response Informatics Limited (BSE:538273) agreed to acquire remaining 33.33% stake in Datalabs AI Private Limited.,agreement,False,,none,
1964366212.0,2025,2025-10-07,Spectral Capital Corporation,,Transaction,Spectral Capital Corporation (OTCPK:FCCN) executed a binding term sheet to acquire Snack Prompt Corp. for $25.5 million.,definitive_agreement,False,25.5,for-pattern,
674141827.0,2020,2020-06-26,"Culture Convenience Club Co., Ltd.; Global Brain Corporation; SBI Investment Co., Ltd.; TV Asahi Holdings Corporation","Culture Convenience Club Co., Ltd.",Buyer,"Culture Convenience Club Co., Ltd., KDDI Open Innovation Fund 3 managed by Global Brain Co., Ltd., SBI AI & Blockchain Fund managed by SBI Investment Co., Ltd. and TV Asahi Holdings Corporation (TSE:9409) agreed to acquire an unknown minority stake in SHOWROOM Inc. from DeNA Co., Ltd. (TSE:2432).",agreement,False,,none,242196
1968568103.0,2025,2025-11-03,Korea AI Fund; Sapiencia,Sapiencia,Buyer,"Sapiencia and Korea AI Fund agreed to acquire 50.11% stake in Pintel Co., Ltd. (KOSDAQ:A291810) from Kim Dong-Ki, Jeong Young-hoon and Seong Jong-hwan for KRW 30.2 billion.",agreement,False,,none,
3070518.0,2006,2006-07-28,New'Arch,,Transaction,New’Arch AI agreed to acquire the remaining 37% in New’Arch in cash.,agreement,False,,none,
1945380604.0,2025,2025-05-28,BGM Group Ltd.,Starisland AI Pte. Ltd.,Seller,"BGM Group Ltd. (NasdaqCM:BGM) agreed to acquire Xingdao AI Robot Co., Limited from Great Name Group Limited, Canoe Group Ltd. and Starisland AI Pte. Ltd. CNY 3.81 billion.",agreement,False,,none,
1930707959.0,2025,2025-02-07,Rezolve AI PLC,Dblp Sea Cow Limited,Seller,"Rezolve AI Limited (NasdaqGM:RZLV) agreed to acquire Bluedot Industries, Inc. and Bluedot Industries Pty. Ltd. from Dblp Sea Cow Limited for AUD 3.9 million.",agreement,False,,none,
1830125328.0,2023,2023-03-21,Accenture Solutions Private Limited; Accenture plc,Lumis Consulting Partners India Private Limited,Seller,Accenture Solutions Private Limited agreed to acquire Flutura Business Solutions Pvt. Ltd.,agreement,False,,none,
1912172674.0,2024,2024-12-10,Alset AI Ventures Inc.,,Transaction,Alset AI Ventures Inc. (TSXV:GPUS) agreed to acquire Cedarcross Technologies Inc.,agreement,False,,none,
531082889.0,2017,2017-07-17,Mastercard Incorporated,Mastercard Incorporated,Buyer,"Mastercard Incorporated (NYSE:MA) entered into an agreement to acquire Brighterion, Inc.",agreement,False,,none,160225
1885573557.0,2024,2024-06-25,JFrog Ltd.,Deer Management Co. LLC,Seller,JFrog Ltd. (NasdaqGS:FROG) entered into a Share Purchase Agreement to acquire Qwak AI Ltd. for approximately $230 million.,other,False,230.0,for-pattern,
1986281879.0,2026,2026-02-24,SWI Capital Holding Ltd.,Polarise GmbH,Target,SWI Capital Holding Ltd. (ENXTAM:SWICH) agreed to acquire an unknown majority stake in Polarise GmbH.,agreement,False,,none,
1684977619.0,2021,2021-10-08,Autonet Group,,Transaction,Autonet Group agreed to acquire a 51% stake in Augsburg International.,agreement,False,,none,
1990866785.0,2026,2026-03-13,Fuva Brain Limited,Fuva Brain Limited,Buyer,Fuva Brain Limited (TSE:3927) agreed to acquire 51% stake in ProofX Inc. from Ryota Natsume for approximately ¥310 million.,agreement,False,,none,320973
643023251.0,2019,2019-10-23,"ServiceNow, Inc.",Cognitive Search Capabilities of Attivio,Target,"ServiceNow, Inc. (NYSE:NOW) signed an agreement to acquire Cognitive Search Capabilities of Attivio from Attivio, Inc.",other,False,,none,
1944581126.0,2025,2025-02-21,Values AI S.r.l.,,Transaction,Values AI Srl submitted a binding offer to acquire an additional 78.80% stake in Technis Blu srl from Infordata S.P.A for €1.6 million.,other,False,,none,
1855316418.0,2023,2023-09-07,Ubiquitous AI Corporation,,Transaction,"Ubiquitous AI Corporation (TSE:3858) agreed to acquire remaining 89.84% stake in Grape Systems Inc. from Kiyotaka Kudo, three directors of Grape Systems and other minority shareholders for ¥123 million.",agreement,False,,none,
1892413428.0,2024,2024-08-23,Aurelion Inc.,Aurelion Inc.,Buyer,Prestige Wealth Inc. (NasdaqCM:PWM) agreed to acquire Wealth AI PTE LTD from Zimuyin Jiang for $4.82 million.,agreement,False,4.82,for-pattern,043085
1888124543.0,2024,2024-07-16,Gamaya SA,,Transaction,Gamaya SA agreed to acquire Terraview GmbH.,agreement,False,,none,
1674140335.0,2021,2021-07-15,Tersis Technologies Inc.,,Transaction,"International Consolidated Companies, Inc. (OTCPK:INCC) executed a letter of intent to acquire SoundTech AI, Inc",definitive_agreement,False,,none,
1931733224.0,2025,2025-02-18,HP Inc.,"Top Tier Capital Partners, LLC",Seller,"HP Inc. (NYSE:HPQ) entered into a definitive agreement to acquire Humane, Inc. for approximately $120 million.",definitive_agreement,False,120.0,for-pattern,
1960719140.0,2025,2025-09-16,Check Point Software Technologies Ltd.,Fly Ventures Management GmbH,Seller,Check Point Software Technologies Ltd. (NasdaqGS:CHKP) entered into an agreement to acquire Lakera AI AG in a transaction valued at approximately $300 million.,agreement,False,300.0,max-fallback,
1962872701.0,2025,2025-10-01,MedPal Limited,,Transaction,MedPal Limited agreed to acquire key assets of Universal Pharmacy Limited for £0.05 million.,agreement,False,,none,
1862402265.0,2023,2023-11-19,VCI Global Limited,AI based-AdTech platforms assets and IP of Playstack Limited,Target,VCI Global Limited (NasdaqCM:VCIG) signed letter of intent to acquire AI based-AdTech platforms assets and IP from Playstack Limited for $2 million.,letter_of_intent,False,2.0,for-pattern,
1971758662.0,2025,2025-11-21,Sterling Specialty Chemicals US LLC,Halliburton Company,Seller,"Sterling Specialty Chemicals, LLC entered into a definitive agreement to acquire Multi-Chem Group, LLC from Halliburton Company (NYSE:HAL).",definitive_agreement,False,,none,005439
1785402423.0,2022,2022-06-02,"Guardforce AI Co., Limited",,Transaction,"Guardforce AI Co., Limited (NasdaqCM:GFAI) signed a supplemental letter of intent to acquire Twelve Companies of the Kewei Group from Shenzhen Kewei Robot Technology Co., Limited for $18 million.",definitive_agreement,False,18.0,for-pattern,
2002150862.0,2026,2026-05-25,Zetrix AI Berhad,Zetrix AI Berhad,Buyer,Zetrix AI Berhad (KLSE:ZETRIX) entered into a memorandum of understanding to acquire Forefront Tech Holdings Acquisition Corp. (NasdaqGM:FTHA.U) in a reverse merger transaction.,definitive_agreement,True,,none,282617
700177885.0,2020,2020-12-30,"Jingdong Digits Technology Holding Co., Ltd.","Jingdong Digits Technology Holding Co., Ltd.",Buyer,"Jingdong Digits Technology Holding Co., Ltd. agreed to acquire JD Cloud & AI business from JD.com, Inc. (NasdaqGS:JD).",agreement,False,,none,
1861059484.0,2023,2023-11-03,"Substrate Artificial Inteligence, S.A.","Substrate Artificial Inteligence, S.A.",Buyer,"Substrate Artificial Inteligence, S.A. (BME:SAI) agreed to acquire 70% stake in BINIT SRL and DELTANOVA SA for €6 million.",agreement,False,,none,353336
1883424182.0,2024,2024-05-03,Aztec Fluids & Machinery Limited,Aztec Fluids & Machinery Limited,Buyer,"Aztec Fluids & Machinery Limited (BSE:544177) agreed to acquire Jet Inks Private Limited from Barrla Fets Private Limited, Badr M AI Refae and Rajendran Jagadeesan for INR 170 million.",agreement,False,,none,361732
1917578243.0,2025,2025-01-21,MindBio Therapeutics Corp.,MindBio Therapeutics Corp.,Buyer,MindBio Therapeutics Corp. (CNSX:MBIO) signed a letter of intent to acquire Life AI Corp Pty Ltd from Justin Hanka and others for AUD 0.58 million.,definitive_agreement,False,,none,
1955143205.0,2025,2025-07-30,"BMP AI Technologies, Inc.","BMP AI Technologies, Inc.",Buyer,Neuralbase AI Ltd. (OTCPK:NBBI) asset purchase agreement to acquire HeartEase from Ahmed Mohammed Zaheer Uddin.,other,False,,none,147411
133206024.0,2010,2010-09-25,"Meinl Bank AG, Investment Arm",SO.GE.A.P. S.p.A.,Target,"Meinl Bank AG, Investment Arm signed an agreement to acquire 67.95% stake in SO.GE.A.P. S.p.A. from AI Airports International Ltd. (WBAG: AIN).",other,False,,none,
1776521960.0,2022,2022-03-31,Intel Corporation,Granulate Cloud Solutions Ltd.,Target,Intel Corporation (NasdaqGS:INTC) agreed to acquire Granulate Cloud Solutions Ltd.,agreement,False,,none,
2008653205.0,2026,2026-06-29,Bit Origin Ltd,16 NVIDIA Blackwell B300 AI servers,Target,Bit Origin Ltd (NasdaqCM:BTOG) entered into an Asset Purchase Agreement to acquire 16 NVIDIA Blackwell B300 AI servers from PT MITRA MANUNGGAL SANGKARA for $11 million,other,False,11.0,for-pattern,
1988712719.0,2026,2026-02-27,"AI storm Co., Ltd.",,Transaction,"AI storm Co., Ltd. (TSE:3719) agreed to acquire Nihon Telesystem ,Inc from Hiroki Asada for ¥550 million.",agreement,False,,none,
